         397983 function calls (392503 primitive calls) in 1.024 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      471    0.002    0.000    0.005    0.000 /usr/lib/python2.7/copy.py:306(_reconstruct)
       12    0.000    0.000    0.001    0.000 /usr/lib/python2.7/abc.py:105(register)
    24773    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:591(MessageDecoder)
    11624    0.005    0.000    0.005    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:48(<lambda>)
      349    0.004    0.000    0.007    0.000 /usr/lib/python2.7/sre_compile.py:256(_optimize_charset)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/enum_type_wrapper.py:41(EnumTypeWrapper)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1917(register_finder)
       94    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4849(<genexpr>)
      229    0.000    0.000    0.000    0.000 {built-in method get}
      218    0.007    0.000    0.015    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1367(safe_name)
       49    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2785(__str__)
        1    0.001    0.001    0.001    0.001 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:44(<module>)
        4    0.001    0.000    0.001    0.000 {built-in method feed}
       95    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:189(__init__)
       92    0.000    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1459(get_metadata)
      349    0.002    0.000    0.009    0.000 /usr/lib/python2.7/sre_compile.py:228(_compile_charset)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:316(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:689(exec_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/importlib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/entity_mgr.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
       52    0.000    0.000    0.010    0.000 /usr/lib/python2.7/linecache.py:33(getlines)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
      368    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
      978    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:92(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:367(do_sheet)
       20    0.000    0.000    0.010    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1934(find_eggs_in_zip)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:483(haskeys)
        9    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:139(__init__)
       27    0.000    0.000    0.035    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2738(__init__)
        1    0.000    0.000    0.000    0.000 ./pyproject/rpc/scene_def.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:366(_EmptyClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:136(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 ./pyproject/state/room_state_waiting.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:15(__init__)
       60    0.000    0.000    0.019    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1870(get_metadata_lines)
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:138(RegisterFileDescriptor)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/util.py:3(<module>)
    14/13    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
      134    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:128(__instancecheck__)
      173    0.002    0.000    0.009    0.000 /usr/lib/python2.7/posixpath.py:380(_joinrealpath)
       86    0.000    0.000    0.005    0.000 /usr/lib/python2.7/encodings/utf_8.py:15(decode)
       52    0.000    0.000    0.010    0.000 /usr/lib/python2.7/linecache.py:13(getline)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xldate.py:35(XLDateBadDatemode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:138(setfirstweekday)
       35    0.000    0.000    0.001    0.000 /usr/lib/python2.7/collections.py:373(<genexpr>)
       95    0.001    0.000    0.152    0.002 /usr/lib/python2.7/sre_compile.py:567(compile)
      151    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:74(opengroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/charset.py:156(Charset)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:515(__init__)
    11624    0.010    0.000    0.033    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:47(__lt__)
        1    0.000    0.000    0.001    0.001 ./pyproject/proto/change_scene_pb2.py:4(<module>)
      146    0.010    0.000    0.010    0.000 {_codecs.utf_8_decode}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2004(suppress)
      329    0.001    0.000    0.001    0.000 /usr/lib/python2.7/zipfile.py:287(__init__)
      148    0.001    0.000    0.066    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2389(_version_from_file)
       25    0.000    0.000    0.001    0.000 ./pyproject/excel2json.py:20(format)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:73(xpath_tokenizer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:44(StartBoundaryNotFoundDefect)
       25    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:642(BoolEncoder)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/dist-packages/six.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/xlrd/biffh.py:19(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:624(WorkingSet)
        4    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2071(MSObj)
35279/34772    0.018    0.000    0.018    0.000 {len}
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy_reg.py:95(_slotnames)
       93    0.002    0.000    0.002    0.000 {method 'splitlines' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'once_timer_internal_' of 'ff.ffscene_t_internal_' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:262(ZipInfo)
        4    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:500(_StructPackEncoder)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:145(get_text_from_si_or_is)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
    12454    0.021    0.000    0.052    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:53(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:249(get_supported_platform)
       18    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:61(SupportsOpenEnums)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:191(Uint32ValueChecker)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:288(_FloatDecoder)
        2    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      198    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:268(_escape)
      471    0.001    0.000    0.012    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1144(copy)
     3510    0.002    0.000    0.018    0.000 /usr/lib/python2.7/sre_parse.py:206(match)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:173(cnv_ST_Xstring)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2106(position_in_sys_path)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/__about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/appdirs.py:365(AppDirs)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_scene/gas_scene_mgr.py:19(GasSceneMgr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:488(TimeEncoding)
        5    0.000    0.000    0.000    0.000 {built-in method _setevents}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      238    0.010    0.000    0.477    0.002 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1991(find_on_path)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/textwrap.py:2(<module>)
 2565/544    0.010    0.000    0.010    0.000 <string>:44(iter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2868(Requirement)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:259(ParseFatalException)
        6    0.000    0.000    0.007    0.001 /usr/lib/python2.7/zipfile.py:726(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 ./pyproject/conf.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:157(EqNeAttrs)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:230(RepeatedScalarFieldContainer)
      105    0.000    0.000    0.000    0.000 {unichr}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:282(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:372(DistributionNotFound)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4784(tokenMap)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/plistlib.py:331(Plist)
       59    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pkgutil.py:237(__init__)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3818(parseImpl)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/api_implementation.py:32(<module>)
        1    0.000    0.000    0.042    0.042 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:774(open_workbook_2007_xml)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/gas_mj_event_mgr.py:12(GasMjEventMgr)
        1    0.000    0.000    0.000    0.000 ./pyproject/db/dbs_client.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1177(ResourceManager)
       28    0.000    0.000    0.322    0.011 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1965(_by_version_descending)
      157    0.004    0.000    0.011    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:560(_AddPropertiesForField)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/google/__init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:75(__init__)
      102    0.004    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2921(_get_mro)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pool.py:128(AddDescriptor)
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4119(__init__)
    36/11    0.000    0.000    0.011    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3702(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1452(_FifoCache)
       78    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2011(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4237(Group)
      485    0.001    0.000    0.001    0.000 /usr/lib/python2.7/urllib.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/utf_32_be.py:20(StreamWriter)
        1    0.000    0.000    0.017    0.017 ./pyproject/gas/gas_game_rule/game_rule_mgr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xldate.py:36(XLDateBadTuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:451(Module_six_moves_urllib_robotparser)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2922(__str__)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2701(__str__)
        1    0.000    0.000    0.000    0.000 ./pyproject/cfg_py/parameter_common.py:3(<module>)
      151    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:85(closegroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/_compat.py:28(__new__)
      268    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3229(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/__init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:15(GasPlayerEntity)
       35    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/tick_mgr.py:4(<module>)
     10/2    0.000    0.000    0.003    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3356(parseImpl)
       89    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2925(cls)
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3674(ParseElementEnhance)
       23    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:44(normcase)
        1    0.000    0.000    0.252    0.252 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:640(_build_master)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3809(_MultipleMatch)
      196    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:294(<genexpr>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:14(RoomService)
     12/2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1885(makeOptionalList)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:60(EIdType)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:701(close)
        1    0.000    0.000    0.001    0.001 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:40(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/check_hu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3327(And)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/__init__.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1167(setName)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2401(Distribution)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3063(GoToColumn)
       28    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3956(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1540(_setup_prefix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:173(__init__)
      253    0.000    0.000    0.001    0.000 {all}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1522(_get)
        3    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/_parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:54(TypeTransformationError)
      508    0.009    0.000    0.009    0.000 {posix.stat}
        1    0.000    0.000    0.049    0.049 ./pyproject/excel2json.py:98(LoadAllCfg)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:870(_AddClearExtensionMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1646(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:64(RoomMemberProperty)
 1366/497    0.005    0.000    0.006    0.000 /usr/lib/python2.7/sre_parse.py:151(getwidth)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/message_listener.py:35(<module>)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:958(_AddStrMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4258(Dict)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1244(_AddWhichOneofMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.004    0.004 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3343(_ErrorStop)
        6    0.000    0.000    0.000    0.000 ./pylib/ffext.py:331(reg_service)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:805(metaclass)
        1    0.004    0.004    0.963    0.963 ./pyproject/gas/gas_scene/gas_scene_mgr.py:4(<module>)
       69    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:307(<genexpr>)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2357(Literal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_abcoll.py:24(_hasattr)
      204    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.001    0.001    0.018    0.018 ./pyproject/gas/gas_room_mgr/gas_room_obj.py:4(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:158(_EndRecData64)
       39    0.033    0.001    0.322    0.008 {sorted}
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:209(Default)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:78(_IndividualSpecifier)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       54    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pool.py:159(AddFileDescriptor)
      359    0.001    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:406(_VarintBytes)
      329    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:377(_decodeFilename)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:283(RecursiveGrammarException)
       68    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:620(<genexpr>)
        1    0.015    0.015    0.102    0.102 /usr/lib/python2.7/email/utils.py:5(<module>)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     15/4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3721(streamline)
      605    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2603(__getattr__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1574(_register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/markers.py:25(InvalidMarker)
      166    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/api_implementation.py:101(Type)
       95    0.000    0.000    0.042    0.000 /usr/lib/python2.7/sre_compile.py:552(_code)
        2    0.000    0.000    0.000    0.000 ./pyproject/util/tick_mgr.py:6(RegisterOnceTick)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:671(iter)
        1    0.001    0.001    0.021    0.021 build/bdist.linux-x86_64/egg/google/protobuf/reflection.py:46(<module>)
       34    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 ./pyproject/compment/base_compment.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 ./pyproject/compment/compment_money.py:6(PlayerMoneyMgr)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/const_entity.py:3(Const)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:746(MessageEncoder)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/enum_type_wrapper.py:36(<module>)
